school_name,standard_name,province,city,is_985,is_211,is_double_first_class,school_type,ownership,education_level,source
梧州学院,梧州学院,广西,梧州市,0,0,0,综合,公办,本科,manual_seed
西安文理学院,西安文理学院,陕西,西安市,0,0,0,综合,公办,本科,manual_seed
忻州师范学院,忻州师范学院,山西,忻州市,0,0,0,师范,公办,本科,manual_seed
宜春学院,宜春学院,江西,宜春市,0,0,0,综合,公办,本科,manual_seed
玉溪师范学院,玉溪师范学院,云南,玉溪市,0,0,0,师范,公办,本科,manual_seed
运城学院,运城学院,山西,运城市,0,0,0,综合,公办,本科,manual_seed
大连艺术学院,大连艺术学院,辽宁,大连市,0,0,0,艺术,民办,本科,manual_seed
云南民族大学应用技术学院,云南民族大学应用技术学院,云南,玉溪市,0,0,0,综合,公办,本科,manual_seed
河北美术学院,河北美术学院,河北,石家庄,0,0,0,艺术,民办,本科,manual_seed
昌吉学院,昌吉学院,新疆,昌吉回族自治州,0,0,0,综合,公办,本科,manual_seed
赤峰学院,赤峰学院,内蒙古,赤峰市,0,0,0,综合,公办,本科,manual_seed
赣南医学院,赣南医学院,江西,赣州市,0,0,0,医药,公办,本科,manual_seed
湖南第一师范学院,湖南第一师范学院,湖南,长沙市,0,0,0,师范,公办,本科,manual_seed
淮南师范学院,淮南师范学院,安徽,淮南市,0,0,0,师范,公办,本科,manual_seed
吉林工商学院,吉林工商学院,吉林,长春市,0,0,0,财经,公办,本科,manual_seed
吉林医药学院,吉林医药学院,吉林,吉林市,0,0,0,医药,公办,本科,manual_seed
喀什大学,喀什大学,新疆,喀什地区,0,0,0,综合,公办,本科,manual_seed
辽东学院,辽东学院,辽宁,丹东市,0,0,0,综合,公办,本科,manual_seed
陇东学院,陇东学院,甘肃,庆阳市,0,0,0,综合,公办,本科,manual_seed
齐齐哈尔医学院,齐齐哈尔医学院,黑龙江,齐齐哈尔市,0,0,0,医药,公办,本科,manual_seed
山东青年政治学院,山东青年政治学院,山东,济南市,0,0,0,综合,公办,本科,manual_seed
山东政法学院,山东政法学院,山东,济南市,0,0,0,政法,公办,本科,manual_seed
铜陵学院,铜陵学院,安徽,铜陵市,0,0,0,财经,公办,本科,manual_seed
湘南学院,湘南学院,湖南,郴州市,0,0,0,综合,公办,本科,manual_seed
伊犁师范大学,伊犁师范大学,新疆,伊犁哈萨克自治州,0,0,0,师范,公办,本科,manual_seed
玉林师范学院,玉林师范学院,广西,玉林市,0,0,0,师范,公办,本科,manual_seed
广西警察学院,广西警察学院,广西,南宁市,0,0,0,政法,公办,本科,manual_seed
黑龙江外国语学院,黑龙江外国语学院,黑龙江,哈尔滨市,0,0,0,语言,民办,本科,manual_seed
昆山杜克大学,昆山杜克大学,江苏,苏州,0,0,0,综合,中外合作,本科,manual_seed
鞍山师范学院,鞍山师范学院,辽宁,鞍山市,0,0,0,师范,公办,本科,manual_seed
楚雄师范学院,楚雄师范学院,云南,楚雄彝族自治州,0,0,0,师范,公办,本科,manual_seed
甘肃民族师范学院,甘肃民族师范学院,甘肃,甘南藏族自治州,0,0,0,师范,公办,本科,manual_seed
河北中医学院,河北中医学院,河北,石家庄,0,0,0,医药,公办,本科,manual_seed
河池学院,河池学院,广西,河池市,0,0,0,综合,公办,本科,manual_seed
黑河学院,黑河学院,黑龙江,黑河市,0,0,0,综合,公办,本科,manual_seed
晋中学院,晋中学院,山西,晋中市,0,0,0,综合,公办,本科,manual_seed
攀枝花学院,攀枝花学院,四川,攀枝花,0,0,0,综合,公办,本科,manual_seed
通化师范学院,通化师范学院,吉林,通化市,0,0,0,师范,公办,本科,manual_seed
榆林学院,榆林学院,陕西,榆林市,0,0,0,综合,公办,本科,manual_seed
安顺学院,安顺学院,贵州,安顺市,0,0,0,综合,公办,本科,manual_seed
安阳工学院,安阳工学院,河南,安阳市,0,0,0,理工,公办,本科,manual_seed
广东第二师范学院,广东第二师范学院,广东,广州市,0,0,0,师范,公办,本科,manual_seed
贵州理工学院,贵州理工学院,贵州,贵阳市,0,0,0,理工,公办,本科,manual_seed
哈尔滨学院,哈尔滨学院,黑龙江,哈尔滨市,0,0,0,综合,公办,本科,manual_seed
凯里学院,凯里学院,贵州,黔东南苗族侗族自治州,0,0,0,师范,公办,本科,manual_seed
兰州城市学院,兰州城市学院,甘肃,兰州市,0,0,0,综合,公办,本科,manual_seed
兰州文理学院,兰州文理学院,甘肃,兰州市,0,0,0,综合,公办,本科,manual_seed
辽宁科技学院,辽宁科技学院,辽宁,本溪市,0,0,0,理工,公办,本科,manual_seed
宁德师范学院,宁德师范学院,福建,宁德市,0,0,0,师范,公办,本科,manual_seed
衢州学院,衢州学院,浙江,衢州市,0,0,0,综合,公办,本科,manual_seed
上饶师范学院,上饶师范学院,江西,上饶市,0,0,0,师范,公办,本科,manual_seed
西藏藏医药大学,西藏藏医药大学,西藏,拉萨市,0,0,0,医药,公办,本科,manual_seed
信阳农林学院,信阳农林学院,河南,信阳市,0,0,0,农林,公办,本科,manual_seed
枣庄学院,枣庄学院,山东,枣庄市,0,0,0,综合,公办,本科,manual_seed
周口师范学院,周口师范学院,河南,周口市,0,0,0,师范,公办,本科,manual_seed
辽宁警察学院,辽宁警察学院,辽宁,大连市,0,0,0,政法,公办,本科,manual_seed
上海视觉艺术学院,上海视觉艺术学院,上海,松江区,0,0,0,艺术,民办,本科,manual_seed
铁道警察学院,铁道警察学院,河南,郑州市,0,0,0,政法,公办,本科,manual_seed
浙江警察学院,浙江警察学院,浙江,杭州市,0,0,0,政法,公办,本科,manual_seed
北海艺术设计学院,北海艺术设计学院,广西,北海市,0,0,0,艺术,民办,本科,manual_seed
辽宁传媒学院,辽宁传媒学院,辽宁,沈阳市,0,0,0,艺术,民办,本科,manual_seed
山西警察学院,山西警察学院,山西,太原市,0,0,0,政法,公办,本科,manual_seed
安康学院,安康学院,陕西,安康市,0,0,0,综合,公办,本科,manual_seed
贵阳学院,贵阳学院,贵州,贵阳市,0,0,0,综合,公办,本科,manual_seed
桂林航天工业学院,桂林航天工业学院,广西,桂林市,0,0,0,理工,公办,本科,manual_seed
河北建筑工程学院,河北建筑工程学院,河北,张家口市,0,0,0,理工,公办,本科,manual_seed
呼伦贝尔学院,呼伦贝尔学院,内蒙古,呼伦贝尔市,0,0,0,综合,公办,本科,manual_seed
湖南女子学院,湖南女子学院,湖南,长沙市,0,0,0,语言,公办,本科,manual_seed
平顶山学院,平顶山学院,河南,平顶山市,0,0,0,综合,公办,本科,manual_seed
黔南民族师范学院,黔南民族师范学院,贵州,黔南布依族苗族自治州,0,0,0,师范,公办,本科,manual_seed
石家庄学院,石家庄学院,河北,石家庄,0,0,0,师范,公办,本科,manual_seed
宿州学院,宿州学院,安徽,宿州市,0,0,0,综合,公办,本科,manual_seed
太原工业学院,太原工业学院,山西,太原市,0,0,0,理工,公办,本科,manual_seed
山西传媒学院,山西传媒学院,山西,太原市,0,0,0,语言,公办,本科,manual_seed
新疆警察学院,新疆警察学院,新疆,乌鲁木齐市,0,0,0,政法,公办,本科,manual_seed
黑龙江工业学院,黑龙江工业学院,黑龙江,鸡西市,0,0,0,综合,公办,本科,manual_seed
红河学院,红河学院,云南,红河哈尼族彝族自治州,0,0,0,综合,公办,本科,manual_seed
兰州工业学院,兰州工业学院,甘肃,兰州市,0,0,0,理工,公办,本科,manual_seed
太原学院,太原学院,山西,太原市,0,0,0,理工,公办,本科,manual_seed
咸阳师范学院,咸阳师范学院,陕西,咸阳市,0,0,0,师范,公办,本科,manual_seed
郑州师范学院,郑州师范学院,河南,郑州市,0,0,0,师范,公办,本科,manual_seed
广西民族师范学院,广西民族师范学院,广西,崇左市,0,0,0,师范,公办,本科,manual_seed
贵州警察学院,贵州警察学院,贵州,贵阳市,0,0,0,政法,公办,本科,manual_seed
贵州警官职业学院,贵州警官职业学院,贵州,贵阳市,0,0,0,政法,公办,本科,manual_seed
邯郸学院,邯郸学院,河北,邯郸市,0,0,0,师范,公办,本科,manual_seed
河北民族师范学院,河北民族师范学院,河北,承德市,0,0,0,师范,公办,本科,manual_seed
衡水学院,衡水学院,河北,衡水市,0,0,0,综合,公办,本科,manual_seed
济宁学院,济宁学院,山东,济宁市,0,0,0,综合,公办,本科,manual_seed
山东女子学院,山东女子学院,山东,济南市,0,0,0,综合,公办,本科,manual_seed
泰州学院,泰州学院,江苏,泰州,0,0,0,综合,公办,本科,manual_seed
长沙师范学院,长沙师范学院,湖南,长沙市,0,0,0,师范,公办,本科,manual_seed
长治学院,长治学院,山西,长治市,0,0,0,综合,公办,本科,manual_seed
蚌埠学院,蚌埠学院,安徽,蚌埠市,0,0,0,理工,公办,本科,manual_seed
沧州师范学院,沧州师范学院,河北,沧州市,0,0,0,师范,公办,本科,manual_seed
成都师范学院,成都师范学院,四川,成都市,0,0,0,师范,公办,本科,manual_seed
池州学院,池州学院,安徽,池州市,0,0,0,师范,公办,本科,manual_seed
广州航海学院,广州航海学院,广东,广州市,0,0,0,理工,公办,本科,manual_seed
江苏第二师范学院,江苏第二师范学院,江苏,南京,0,0,0,师范,公办,本科,manual_seed
齐鲁师范学院,齐鲁师范学院,山东,济南市,0,0,0,师范,公办,本科,manual_seed
武汉商学院,武汉商学院,湖北,武汉市,0,0,0,财经,公办,本科,manual_seed
西昌学院,西昌学院,四川,凉山彝族自治州,0,0,0,综合,公办,本科,manual_seed
新疆工程学院,新疆工程学院,新疆,乌鲁木齐市,0,0,0,理工,公办,本科,manual_seed
兴义民族师范学院,兴义民族师范学院,贵州,黔西南布依族苗族自治州,0,0,0,师范,公办,本科,manual_seed
重庆第二师范学院,重庆第二师范学院,重庆,南岸区,0,0,0,师范,公办,本科,manual_seed
浙江音乐学院,浙江音乐学院,浙江,杭州市,0,0,0,艺术,公办,本科,manual_seed
广西外国语学院,广西外国语学院,广西,南宁市,0,0,0,语言,民办,本科,manual_seed
山东警察学院,山东警察学院,山东,济南市,0,0,0,政法,公办,本科,manual_seed
菏泽学院,菏泽学院,山东,菏泽市,0,0,0,综合,公办,本科,manual_seed
荆楚理工学院,荆楚理工学院,湖北,荆门市,0,0,0,理工,公办,本科,manual_seed
吕梁学院,吕梁学院,山西,吕梁市,0,0,0,综合,公办,本科,manual_seed
萍乡学院,萍乡学院,江西,萍乡市,0,0,0,综合,公办,本科,manual_seed
铜仁学院,铜仁学院,贵州,铜仁市,0,0,0,综合,公办,本科,manual_seed
新余学院,新余学院,江西,新余市,0,0,0,综合,公办,本科,manual_seed
营口理工学院,营口理工学院,辽宁,营口市,0,0,0,理工,公办,本科,manual_seed
重庆警察学院,重庆警察学院,重庆,沙坪坝区,0,0,0,政法,公办,本科,manual_seed
南昌师范学院,南昌师范学院,江西,南昌市,0,0,0,师范,公办,本科,manual_seed
商洛学院,商洛学院,陕西,商洛市,0,0,0,综合,公办,本科,manual_seed
四川旅游学院,四川旅游学院,四川,成都市,0,0,0,其他,公办,本科,manual_seed
四川文理学院,四川文理学院,四川,达州市,0,0,0,综合,公办,本科,manual_seed
文山学院,文山学院,云南,文山壮族苗族自治州,0,0,0,综合,公办,本科,manual_seed
新乡学院,新乡学院,河南,新乡市,0,0,0,综合,公办,本科,manual_seed
安徽外国语学院,安徽外国语学院,安徽,合肥市,0,0,0,语言,民办,本科,manual_seed
国防大学军事文化学院,国防大学军事文化学院,北京,海淀区,0,0,0,艺术 军事,公办,本科,manual_seed
海军航空大学,海军航空大学,山东,烟台市,0,0,0,军事,公办,本科,manual_seed
海军航空工程学院,海军航空工程学院,山东,烟台市,0,0,0,军事,公办,本科,manual_seed
后勤工程学院,后勤工程学院,重庆,沙坪坝区,0,0,0,军事,公办,本科,manual_seed
军事交通学院,军事交通学院,天津,河东区,0,0,0,军事,公办,本科,manual_seed
军械工程学院,军械工程学院,河北,石家庄,0,0,0,军事,公办,本科,manual_seed
空军工程大学航空机务士官学校,空军工程大学航空机务士官学校,河南,信阳市,0,0,0,军事,公办,本科,manual_seed
空军石家庄飞行学院,空军石家庄飞行学院,河北,石家庄,0,0,0,军事,公办,本科,manual_seed
空军西安飞行学院,空军西安飞行学院,陕西,西安市,0,0,0,军事,公办,本科,manual_seed
空军预警学院,空军预警学院,湖北,武汉市,0,0,0,军事,公办,本科,manual_seed
空军指挥学院,空军指挥学院,北京,海淀区,0,0,0,军事,公办,本科,manual_seed
陆军边海防学院,陆军边海防学院,陕西,西安市,0,0,0,军事,公办,本科,manual_seed
陆军步兵学院,陆军步兵学院,江西,南昌市,0,0,0,军事,公办,本科,manual_seed
陆军军官学院,陆军军官学院,安徽,合肥市,0,0,0,军事,公办,本科,manual_seed
南昌陆军学院,南昌陆军学院,江西,南昌市,0,0,0,军事,公办,本科,manual_seed
南京陆军指挥学院,南京陆军指挥学院,江苏,南京,0,0,0,军事,公办,本科,manual_seed
南京政治学院,南京政治学院,江苏,南京,0,0,0,军事,公办,本科,manual_seed
上海公安学院,上海公安学院,上海,浦东新区,0,0,0,政法,公办,本科,manual_seed
石家庄陆军指挥学院,石家庄陆军指挥学院,河北,石家庄,0,0,0,军事,公办,本科,manual_seed
四川传媒学院,四川传媒学院,四川,成都市,0,0,0,艺术,民办,本科,manual_seed
武警北京指挥学院,武警北京指挥学院,北京,朝阳区,0,0,0,军事,公办,本科,manual_seed
武警广州指挥学院,武警广州指挥学院,广东,广州市,0,0,0,军事,公办,本科,manual_seed
武警后勤学院,武警后勤学院,天津,东丽区,0,0,0,军事,公办,本科,manual_seed
武警警官学院,武警警官学院,四川,成都市,0,0,0,军事,公办,本科,manual_seed
武警上海指挥学院,武警上海指挥学院,上海,静安区,0,0,0,军事,公办,本科,manual_seed
武警沈阳指挥学院,武警沈阳指挥学院,辽宁,沈阳市,0,0,0,军事,公办,本科,manual_seed
武警石家庄指挥学院,武警石家庄指挥学院,河北,石家庄,0,0,0,军事,公办,本科,manual_seed
西安通信学院,西安通信学院,陕西,西安市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军国防大学军事文化学院,中国人民解放军国防大学军事文化学院,北京,海淀区,0,0,0,艺术 军事,公办,本科,manual_seed
中国人民解放军海军航空大学,中国人民解放军海军航空大学,山东,烟台市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军后勤工程学院,中国人民解放军后勤工程学院,重庆,沙坪坝区,0,0,0,军事,公办,本科,manual_seed
中国人民解放军军事交通学院,中国人民解放军军事交通学院,天津,河东区,0,0,0,军事,公办,本科,manual_seed
中国人民解放军军械工程学院,中国人民解放军军械工程学院,河北,石家庄,0,0,0,军事,公办,本科,manual_seed
中国人民解放军空军工程大学航空机务士官学校,中国人民解放军空军工程大学航空机务士官学校,河南,信阳市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军空军石家庄飞行学院,中国人民解放军空军石家庄飞行学院,河北,石家庄,0,0,0,军事,公办,本科,manual_seed
中国人民解放军空军西安飞行学院,中国人民解放军空军西安飞行学院,陕西,西安市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军空军预警学院,中国人民解放军空军预警学院,湖北,武汉市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军空军指挥学院,中国人民解放军空军指挥学院,北京,海淀区,0,0,0,军事,公办,本科,manual_seed
中国人民解放军陆军边海防学院,中国人民解放军陆军边海防学院,陕西,西安市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军陆军步兵学院,中国人民解放军陆军步兵学院,江西,南昌市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军陆军军官学院,中国人民解放军陆军军官学院,安徽,合肥市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军南昌陆军学院,中国人民解放军南昌陆军学院,江西,南昌市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军南京陆军指挥学院,中国人民解放军南京陆军指挥学院,江苏,南京,0,0,0,军事,公办,本科,manual_seed
中国人民解放军南京政治学院,中国人民解放军南京政治学院,江苏,南京,0,0,0,军事,公办,本科,manual_seed
中国人民解放军石家庄陆军指挥学院,中国人民解放军石家庄陆军指挥学院,河北,石家庄,0,0,0,军事,公办,本科,manual_seed
中国人民解放军西安通信学院,中国人民解放军西安通信学院,陕西,西安市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军重庆通信学院,中国人民解放军重庆通信学院,重庆,沙坪坝区,0,0,0,军事,公办,本科,manual_seed
中国人民解放军装甲兵技术学院,中国人民解放军装甲兵技术学院,吉林,长春市,0,0,0,军事,公办,本科,manual_seed
中国人民武装警察部队后勤学院,中国人民武装警察部队后勤学院,天津,东丽区,0,0,0,军事,公办,本科,manual_seed
中国人民武装警察部队警官学院,中国人民武装警察部队警官学院,四川,成都市,0,0,0,军事,公办,本科,manual_seed
重庆通信学院,重庆通信学院,重庆,沙坪坝区,0,0,0,军事,公办,本科,manual_seed
装甲兵技术学院,装甲兵技术学院,吉林,长春市,0,0,0,军事,公办,本科,manual_seed
山东管理学院,山东管理学院,山东,济南市,0,0,0,综合,公办,本科,manual_seed
邢台学院,邢台学院,河北,邢台市,0,0,0,综合,公办,本科,manual_seed
张家口学院,张家口学院,河北,张家口市,0,0,0,综合,公办,本科,manual_seed
保山学院,保山学院,云南,保山市,0,0,0,综合,公办,本科,manual_seed
陕西学前师范学院,陕西学前师范学院,陕西,西安市,0,0,0,师范,公办,本科,manual_seed
景德镇学院,景德镇学院,江西,景德镇,0,0,0,艺术,公办,本科,manual_seed
六盘水师范学院,六盘水师范学院,贵州,六盘水市,0,0,0,师范,公办,本科,manual_seed
四川民族学院,四川民族学院,四川,甘孜藏族自治州,0,0,0,民族,公办,本科,manual_seed
普洱学院,普洱学院,云南,普洱市,0,0,0,综合,公办,本科,manual_seed
岭南师范学院,岭南师范学院,广东,湛江市,0,0,0,师范,公办,本科,manual_seed
山东农业工程学院,山东农业工程学院,山东,济南市,0,0,0,农林,公办,本科,manual_seed
北京电子科技学院,北京电子科技学院,北京,丰台区,0,0,0,理工,公办,本科,manual_seed
贵州工程应用技术学院,贵州工程应用技术学院,贵州,毕节市,0,0,0,师范,公办,本科,manual_seed
河套学院,河套学院,内蒙古,巴彦淖尔市,0,0,0,综合,公办,本科,manual_seed
河南工学院,河南工学院,河南,新乡市,0,0,0,理工,公办,本科,manual_seed
南京特殊教育师范学院,南京特殊教育师范学院,江苏,南京,0,0,0,师范,公办,本科,manual_seed
上海健康医学院,上海健康医学院,上海,浦东新区,0,0,0,医药,公办,本科,manual_seed
湖北中医药大学生物医药工程学院,湖北中医药大学生物医药工程学院,湖北,武汉市,0,0,0,医药,公办,本科,manual_seed
深圳技术大学,深圳技术大学,广东,深圳市,0,0,0,理工,公办,本科,manual_seed
郑州工程技术学院,郑州工程技术学院,河南,郑州市,0,0,0,理工,公办,本科,manual_seed
阿坝师范学院,阿坝师范学院,四川,阿坝藏族羌族自治州,0,0,0,师范,公办,本科,manual_seed
桂林旅游学院,桂林旅游学院,广西,桂林市,0,0,0,财经,公办,本科,manual_seed
湖南医药学院,湖南医药学院,湖南,怀化市,0,0,0,医药,公办,本科,manual_seed
呼和浩特民族学院,呼和浩特民族学院,内蒙古,呼和浩特市,0,0,0,综合,公办,本科,manual_seed
滇西科技师范学院,滇西科技师范学院,云南,临沧市,0,0,0,师范,公办,本科,manual_seed
贵州商学院,贵州商学院,贵州,贵阳市,0,0,0,财经,公办,本科,manual_seed
杭州医学院,杭州医学院,浙江,杭州市,0,0,0,医药,公办,本科,manual_seed
河南财政金融学院,河南财政金融学院,河南,郑州市,0,0,0,财经,公办,本科,manual_seed
琼台师范学院,琼台师范学院,海南,海口市,0,0,0,师范,公办,本科,manual_seed
山西工程技术学院,山西工程技术学院,山西,阳泉市,0,0,0,理工,公办,本科,manual_seed
天津中德应用技术大学,天津中德应用技术大学,天津,津南区,0,0,0,理工,公办,本科,manual_seed
福建商学院,福建商学院,福建,福州市,0,0,0,财经,公办,本科,manual_seed
甘肃医学院,甘肃医学院,甘肃,平凉市,0,0,0,医药,公办,本科,manual_seed
广西科技师范学院,广西科技师范学院,广西,来宾市,0,0,0,师范,公办,本科,manual_seed
首钢工学院,首钢工学院,北京,石景山区,0,0,0,理工,公办,本科,manual_seed
豫章师范学院,豫章师范学院,江西,南昌市,0,0,0,师范,公办,本科,manual_seed
昭通学院,昭通学院,云南,昭通市,0,0,0,综合,公办,本科,manual_seed
扬州大学广陵学院,扬州大学广陵学院,江苏,扬州,0,0,0,综合,民办,本科,manual_seed
江苏经贸职业技术学院,江苏经贸职业技术学院,江苏,南京,0,0,0,综合,公办,本科,manual_seed
南京经贸职业技术大学,南京经贸职业技术大学,江苏,南京,0,0,0,综合,民办,本科,manual_seed
南京师范大学中北学院,南京师范大学中北学院,江苏,南京,0,0,0,综合,民办,本科,manual_seed
亳州学院,亳州学院,安徽,亳州市,0,0,0,综合,公办,本科,manual_seed
滇西应用技术大学,滇西应用技术大学,云南,大理白族自治州,0,0,0,综合,公办,本科,manual_seed
鄂尔多斯应用技术学院,鄂尔多斯应用技术学院,内蒙古,鄂尔多斯市,0,0,0,理工,公办,本科,manual_seed
汉江师范学院,汉江师范学院,湖北,十堰市,0,0,0,师范,公办,本科,manual_seed
河北环境工程学院,河北环境工程学院,河北,秦皇岛,0,0,0,理工,公办,本科,manual_seed
河北水利电力学院,河北水利电力学院,河北,沧州市,0,0,0,理工,公办,本科,manual_seed
厦门医学院,厦门医学院,福建,厦门市,0,0,0,医药,公办,本科,manual_seed
山西能源学院,山西能源学院,山西,晋中市,0,0,0,理工,公办,本科,manual_seed
西藏农牧学院,西藏农牧学院,西藏,林芝市,0,0,0,农林,公办,本科,manual_seed
厦门大学嘉庚学院,厦门大学嘉庚学院,福建,漳州市,0,0,0,综合,民办,本科,manual_seed
江苏农牧科技职业大学,江苏农牧科技职业大学,江苏,泰州,0,0,0,师范,民办,本科,manual_seed
江苏农牧科技职业学院,江苏农牧科技职业学院,江苏,泰州,0,0,0,师范,公办,本科,manual_seed
南京师范大学泰州学院,南京师范大学泰州学院,江苏,泰州,0,0,0,师范,民办,本科,manual_seed
苏州大学应用技术学院,苏州大学应用技术学院,江苏,苏州,0,0,0,理工,民办,本科,manual_seed
天津大学仁爱学院,天津大学仁爱学院,天津,静海区,0,0,0,综合,民办,本科,manual_seed
天津仁爱学院,天津仁爱学院,天津,静海区,0,0,0,综合,民办,本科,manual_seed
南京工业大学浦江学院,南京工业大学浦江学院,江苏,南京,0,0,0,理工,民办,本科,manual_seed
南京航空航天大学金城学院,南京航空航天大学金城学院,江苏,南京,0,0,0,理工,民办,本科,manual_seed
江苏大学京江学院,江苏大学京江学院,江苏,镇江,0,0,0,综合,民办,本科,manual_seed
江苏农林职业技术大学,江苏农林职业技术大学,江苏,镇江,0,0,0,综合,民办,本科,manual_seed
江苏农林职业技术学院,江苏农林职业技术学院,江苏,镇江,0,0,0,综合,公办,本科,manual_seed
南京大学金陵学院,南京大学金陵学院,江苏,南京,0,0,0,综合,民办,本科,manual_seed
上海外国语大学贤达经济人文学院,上海外国语大学贤达经济人文学院,上海,虹口区,0,0,0,语言,民办,本科,manual_seed
香港岭南大学,香港岭南大学,香港,香港,0,0,0,综合,公办,本科,manual_seed
河北工业大学城市学院,河北工业大学城市学院,河北,廊坊市,0,0,0,理工,民办,本科,manual_seed
河北石油职业技术大学,河北石油职业技术大学,河北,廊坊市,0,0,0,理工,公办,本科,manual_seed
江苏医科职业技术大学,江苏医科职业技术大学,江苏,泰州,0,0,0,医药,民办,本科,manual_seed
江苏医药职业学院合,江苏医药职业学院合,江苏,泰州,0,0,0,医药,民办,本科,manual_seed
南京中医药大学翰林学院,南京中医药大学翰林学院,江苏,泰州,0,0,0,医药,民办,本科,manual_seed
南京财经大学红山学院,南京财经大学红山学院,江苏,镇江,0,0,0,综合,民办,本科,manual_seed
天津外国语大学滨海外事学院,天津外国语大学滨海外事学院,天津,滨海新区,0,0,0,语言,民办,本科,manual_seed
南京审计大学金审学院,南京审计大学金审学院,江苏,南京,0,0,0,综合 财经,民办,本科,manual_seed
皖江工学院,皖江工学院,安徽,马鞍山市,0,0,0,理工,民办,本科,manual_seed
大连理工大学城市学院,大连理工大学城市学院,辽宁,大连市,0,0,0,理工,民办,本科,manual_seed
江苏工程职业技术大学,江苏工程职业技术大学,江苏,南通,0,0,0,综合,民办,本科,manual_seed
江苏工程职业技术学院,江苏工程职业技术学院,江苏,南通,0,0,0,综合,公办,本科,manual_seed
南通大学杏林学院,南通大学杏林学院,江苏,南通,0,0,0,综合,民办,本科,manual_seed
齐齐哈尔工程学院,齐齐哈尔工程学院,黑龙江,齐齐哈尔市,0,0,0,理工,民办,本科,manual_seed
北京城市学院,北京城市学院,北京,海淀区,0,0,0,综合,民办,本科,manual_seed
南京邮电大学通达学院,南京邮电大学通达学院,江苏,扬州,0,0,0,综合,民办,本科,manual_seed
同济大学浙江学院,同济大学浙江学院,浙江,嘉兴市,0,0,0,综合,民办,本科,manual_seed
河北科技工程职业技术大学,河北科技工程职业技术大学,河北,保定市,0,0,0,理工,公办,本科,manual_seed
华北电力大学科技学院,华北电力大学科技学院,河北,保定市,0,0,0,理工,民办,本科,manual_seed
邢台职业技术学院,邢台职业技术学院,河北,保定市,0,0,0,理工,民办,本科,manual_seed
北京邮电大学世纪学院,北京邮电大学世纪学院,北京,延庆区,0,0,0,财经,民办,本科,manual_seed
南开大学滨海学院,南开大学滨海学院,天津,滨海新区,0,0,0,综合,民办,本科,manual_seed
成都理工大学工程技术学院,成都理工大学工程技术学院,四川,乐山市,0,0,0,理工,民办,本科,manual_seed
国防科技大学信息通信学院,国防科技大学信息通信学院,湖北,武汉市,0,0,0,综合,公办,本科,manual_seed
苏州城市学院,苏州城市学院,江苏,苏州,0,0,0,综合,公办,本科,manual_seed
苏州大学文正学院,苏州大学文正学院,江苏,苏州,0,0,0,综合,民办,本科,manual_seed
中国人民解放军国防科技大学信息通信学院,中国人民解放军国防科技大学信息通信学院,湖北,武汉市,0,0,0,综合,公办,本科,manual_seed
中国消防救援学院,中国消防救援学院,北京,昌平区,0,0,0,军事,公办,本科,manual_seed
桂林空军学院,桂林空军学院,广西,桂林市,0,0,0,军事,公办,本科,manual_seed
国际关系学院,国际关系学院,江苏,南京,0,0,0,军事,公办,本科,manual_seed
海军大连舰艇学院,海军大连舰艇学院,辽宁,大连市,0,0,0,军事,公办,本科,manual_seed
解放军电子工程学院,解放军电子工程学院,安徽,合肥市,0,0,0,军事,公办,本科,manual_seed
解放军陆军航空兵学院,解放军陆军航空兵学院,北京,通州区,0,0,0,军事,公办,本科,manual_seed
解放军镇江船艇学院,解放军镇江船艇学院,江苏,镇江,0,0,0,军事,公办,本科,manual_seed
空军哈尔滨飞行学院,空军哈尔滨飞行学院,黑龙江,哈尔滨市,0,0,0,军事,公办,本科,manual_seed
陆军防化学院,陆军防化学院,北京,昌平区,0,0,0,军事,公办,本科,manual_seed
陆军炮兵防空兵学院,陆军炮兵防空兵学院,安徽,合肥市,0,0,0,军事,公办,本科,manual_seed
武警指挥学院,武警指挥学院,天津,河东区,0,0,0,军事,公办,本科,manual_seed
中国人民解放军电子工程学院,中国人民解放军电子工程学院,安徽,合肥市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军桂林空军学院,中国人民解放军桂林空军学院,广西,桂林市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军国际关系学院,中国人民解放军国际关系学院,江苏,南京,0,0,0,军事,公办,本科,manual_seed
中国人民解放军海军大连舰艇学院,中国人民解放军海军大连舰艇学院,辽宁,大连市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军空军哈尔滨飞行学院,中国人民解放军空军哈尔滨飞行学院,黑龙江,哈尔滨市,0,0,0,军事,公办,本科,manual_seed
中国人民解放军陆军防化学院,中国人民解放军陆军防化学院,北京,昌平区,0,0,0,军事,公办,本科,manual_seed
